search_string,room_name,day,start,end,subject,AV
Alice Hoy,PAR-Alice Hoy-333,Thursday,10:00,11:00,CVEN90049,True
Alice Hoy,PAR-Alice Hoy-225,Thursday,13:00,14:00,CVEN90049,True
Alice Hoy,PAR-Alice Hoy-333,Friday,13:00,14:00,CVEN90049,False
Alice Hoy,PAR-Alice Hoy-242,Friday,14:00,15:00,CVEN90049,True
Alice Hoy,PAR-Alice Hoy-333,Friday,16:15,17:15,CVEN90049,True
Alan Gilbert,PAR-Alan Gilbert-G01,Monday,17:15,18:15,CVEN90050,False
Alan Gilbert,PAR-Alan Gilbert-G01,Tuesday,09:00,10:00,CVEN90050,False
Alan Gilbert,PAR-Alan Gilbert-G01,Tuesday,17:15,18:15,CVEN90050,False
FBE,PAR-FBE-206,Wednesday,12:00,13:00,CVEN90050,True
FBE,PAR-FBE-206,Wednesday,14:15,15:15,CVEN90050,True
FBE,PAR-FBE-206,Thursday,11:00,12:00,CVEN90050,False
Old Quad,PAR-Old Quad-G18 (Cussonia Court Room 2),Thursday,14:15,15:15,CVEN90050,True
Alan Gilbert,PAR-Alan Gilbert-G03,Friday,10:00,11:00,CVEN90050,False
Engineering D,PAR-Engineering D-207 (Design Office),Friday,09:00,11:00,CVEN90059,False
Engineering D,PAR-Engineering D-207 (Design Office),Friday,11:00,13:00,CVEN90059,False
Engineering D,PAR-Engineering D-207 (Design Office),Friday,13:15,15:15,CVEN90059,False
Engineering D,PAR-Engineering D-207 (Design Office),Friday,15:15,17:15,CVEN90059,False
Engineering D,PAR-Engineering D-207 (Design Office),Friday,17:15,19:15,CVEN90059,False
Arts West North Wing,PAR-Arts West North Wing-461,Monday,11:00,13:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-361,Monday,11:00,13:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-454,Monday,13:00,15:00,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-161,Monday,13:00,15:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-361,Monday,15:15,17:15,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-155,Monday,15:15,17:15,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-263,Monday,16:15,18:15,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-354,Tuesday,10:00,12:00,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-261,Tuesday,10:00,12:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Tuesday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-455,Tuesday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-461,Tuesday,16:15,18:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Wednesday,09:00,11:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-161,Wednesday,09:00,11:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Wednesday,11:00,13:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-361,Wednesday,11:00,13:00,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-261,Wednesday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-161,Wednesday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Wednesday,16:15,18:15,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-561,Thursday,09:00,11:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-261,Thursday,09:00,11:00,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-561,Thursday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-361,Thursday,14:15,16:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Thursday,16:15,18:15,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-561,Friday,09:00,11:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-161,Friday,09:00,11:00,CWRI10001,True
Arts West North Wing,PAR-Arts West North Wing-454,Friday,11:00,13:00,CWRI10001,False
Arts West North Wing,PAR-Arts West North Wing-561,Friday,13:30,15:30,CWRI10001,False
John Medley,PAR-John Medley-WG05,Friday,15:30,17:30,CWRI10001,True
John Medley,PAR-John Medley-W201,Monday,10:15,12:45,CWRI20005,True
John Medley,PAR-John Medley-W201,Monday,12:45,15:15,CWRI20005,False
Old Arts,PAR-Old Arts-205,Monday,15:15,17:45,CWRI20005,True
Old Arts,PAR-Old Arts-205,Tuesday,14:00,16:30,CWRI20005,False
Old Arts,PAR-Old Arts-205,Tuesday,16:30,19:00,CWRI20005,False
John Medley,PAR-John Medley-EG64,Wednesday,10:15,12:45,CWRI20005,False
Old Arts,PAR-Old Arts-205,Wednesday,13:00,15:30,CWRI20005,True
Old Arts,PAR-Old Arts-205,Wednesday,15:30,18:00,CWRI20005,False
Old Arts,PAR-Old Arts-205,Friday,10:15,12:45,CWRI20005,True
Babel,PAR-Babel-119,Friday,12:45,15:15,CWRI20005,False
Babel,PAR-Babel-119,Friday,15:15,17:45,CWRI20005,True
207,PAR-207-221 Bouverie St-B106,Monday,17:15,18:45,CWRI20007,True
207,PAR-207-221 Bouverie St-B106,Monday,17:15,19:45,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Tuesday,17:15,18:45,CWRI20007,False
David Caro,PAR-David Caro-Podium 211,Tuesday,17:15,19:45,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Wednesday,17:15,18:45,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Wednesday,17:15,19:45,CWRI20007,False
David Caro,PAR-David Caro-Podium 211,Thursday,14:15,16:45,CWRI20007,True
Alan Gilbert,PAR-Alan Gilbert-101,Thursday,14:15,15:45,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Thursday,17:15,19:45,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Thursday,17:15,18:45,CWRI20007,False
David Caro,PAR-David Caro-Podium 211,Friday,08:00,10:30,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Friday,08:00,09:30,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Friday,10:30,13:00,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Friday,10:30,12:00,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Friday,13:00,14:30,CWRI20007,False
David Caro,PAR-David Caro-Podium 211,Friday,13:00,15:30,CWRI20007,True
David Caro,PAR-David Caro-Podium 211,Friday,15:30,18:00,CWRI20007,False
David Caro,PAR-David Caro-Podium 211,Friday,15:30,17:00,CWRI20007,False
200 Berkeley St,PAR-200 Berkeley St-217,Wednesday,10:00,12:30,CWRI30006,True
Old Arts,PAR-Old Arts-156,Thursday,10:00,12:30,CWRI30006,True
200 Berkeley St,PAR-200 Berkeley St-217,Thursday,12:45,15:15,CWRI30006,False
Old Arts,PAR-Old Arts-156,Thursday,15:30,18:00,CWRI30006,False
200 Berkeley St,PAR-200 Berkeley St-217,Friday,10:00,12:30,CWRI30006,False
John Medley,PAR-John Medley-EG63,Monday,09:00,11:30,CWRI30014,True
Alice Hoy,PAR-Alice Hoy-332,Monday,11:45,14:15,CWRI30014,True
Babel,PAR-Babel-217,Monday,15:45,18:15,CWRI30014,True
John Medley,PAR-John Medley-EG63,Friday,09:00,11:30,CWRI30014,False
John Medley,PAR-John Medley-W201,Friday,11:45,14:15,CWRI30014,False
Old Arts,PAR-Old Arts-205,Friday,14:15,16:45,CWRI30014,False
200 Berkeley St,PAR-200 Berkeley St-216,Wednesday,14:15,16:45,CWRI30015,True
200 Berkeley St,PAR-200 Berkeley St-G79 (Seminar Room 1),Wednesday,14:15,15:45,CWRI30015,False
Old Arts,PAR-Old Arts-152,Friday,08:30,11:00,CWRI30015,False
Old Arts,PAR-Old Arts-152,Friday,09:00,10:30,CWRI30015,True
Redmond Barry,PAR-Redmond Barry-1006,Friday,12:00,14:30,CWRI30015,True
Redmond Barry,PAR-Redmond Barry-1006,Friday,12:00,13:30,CWRI30015,False
Arts West North Wing,PAR-Arts West North Wing-361,Wednesday,09:00,11:00,CWRI40010,True
Arts West North Wing,PAR-Arts West North Wing-361,Wednesday,13:00,15:00,CWRI40010,True
200 Berkeley St,PAR-200 Berkeley St-217,Wednesday,17:15,19:15,CWRI40010,True
Babel,PAR-Babel-104 (The Green Room),Monday,09:00,11:00,CWRI40017,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Wednesday,16:15,18:15,CWRI40017,False
Elisabeth Murdoch,PAR-Elisabeth Murdoch-G04,Thursday,17:15,19:15,CWRI40017,False
FVAS,PAR-FVAS-G51 (Kimpton Room),Tuesday,09:00,11:00,CWRI90009,True
FVAS,PAR-FVAS-G51 (Kimpton Room),Tuesday,11:00,13:00,CWRI90009,False
780 Elizabeth St,PAR-780 Elizabeth St-110,Tuesday,14:15,15:15,DEVT10001,True
Babel,PAR-Babel-104 (The Green Room),Tuesday,15:15,16:15,DEVT10001,False
FVAS,PAR-FVAS-G51 (Kimpton Room),Tuesday,17:15,18:15,DEVT10001,True
Arts West North Wing,PAR-Arts West North Wing-261,Wednesday,10:00,11:00,DEVT10001,False
John Medley,PAR-John Medley-EG63,Wednesday,12:00,13:00,DEVT10001,True
Arts West North Wing,PAR-Arts West North Wing-354,Wednesday,13:00,14:00,DEVT10001,True
Arts West North Wing,PAR-Arts West North Wing-263,Wednesday,17:15,18:15,DEVT10001,False
Alice Hoy,PAR-Alice Hoy-309,Thursday,15:15,16:15,DEVT10001,False
Arts West North Wing,PAR-Arts West North Wing-355,Thursday,16:15,17:15,DEVT10001,False
100 Leicester Street,PAR-100 Leicester Street-108,Thursday,16:15,17:15,DEVT10001,True
Arts West North Wing,PAR-Arts West North Wing-461,Friday,09:00,10:00,DEVT10001,True
Arts West North Wing,PAR-Arts West North Wing-261,Friday,13:15,14:15,DEVT10001,False
John Medley,PAR-John Medley-EG64,Friday,14:15,15:15,DEVT10001,True
Alan Gilbert,PAR-Alan Gilbert-102,Friday,14:15,15:15,DEVT10001,False
Alan Gilbert,PAR-Alan Gilbert-103,Friday,15:15,16:15,DEVT10001,False
Old Arts,PAR-Old Arts-116 (CLS4),Tuesday,12:00,14:00,DEVT90039,False
Alice Hoy,PAR-Alice Hoy-330,Tuesday,17:15,19:15,DEVT90039,False
Arts West North Wing,PAR-Arts West North Wing-456,Thursday,10:00,12:00,DEVT90045,True
Old Arts,PAR-Old Arts-263 (CLS1),Monday,09:00,11:00,DEVT90053,False
Old Arts,PAR-Old Arts-116 (CLS4),Thursday,17:15,19:15,DEVT90053,False
860,STH-860-201 (Tutorial Room 1),Monday,09:30,11:30,DNCE40005,False
860,STH-860-201 (Tutorial Room 1),Monday,09:30,11:30,DRAM40001,False
John Medley,PAR-John Medley-EG66,Tuesday,12:00,13:00,ECOL30006,False
David Caro,PAR-David Caro-Podium 201,Tuesday,12:00,13:00,ECOL30006,True
John Medley,PAR-John Medley-EG66,Tuesday,13:00,14:00,ECOL30006,True
David Caro,PAR-David Caro-Podium 201,Tuesday,13:00,14:00,ECOL30006,True
VPS,PAR-VPS-214 (Small Theatre),Thursday,12:00,14:00,ECOL30007,False
The Spot,PAR-The Spot-3013,Monday,09:00,10:00,ECOM20002,True
Alan Gilbert,PAR-Alan Gilbert-102,Tuesday,10:00,11:00,ECOM20002,True
The Spot,PAR-The Spot-5014,Thursday,13:15,14:15,ECOM20002,True
The Spot,PAR-The Spot-5014,Thursday,14:15,15:15,ECOM20002,False
The Spot,PAR-The Spot-3011,Tuesday,09:00,10:00,ECOM30001,False
The Spot,PAR-The Spot-3014,Tuesday,10:00,11:00,ECOM30001,True
The Spot,PAR-The Spot-3011,Tuesday,10:00,11:00,ECOM30001,False
The Spot,PAR-The Spot-3031,Tuesday,11:00,12:00,ECOM30001,False
The Spot,PAR-The Spot-3011,Tuesday,11:00,12:00,ECOM30001,True
The Spot,PAR-The Spot-3014,Tuesday,14:15,15:15,ECOM30001,False
The Spot,PAR-The Spot-3014,Tuesday,15:15,16:15,ECOM30001,False
The Spot,PAR-The Spot-3014,Tuesday,16:15,17:15,ECOM30001,False
The Spot,PAR-The Spot-3014,Tuesday,17:15,18:15,ECOM30001,False
The Spot,PAR-The Spot-3010,Tuesday,17:15,18:15,ECOM30001,False
The Spot,PAR-The Spot-3031,Thursday,09:00,10:00,ECOM30001,True
The Spot,PAR-The Spot-3031,Thursday,10:00,11:00,ECOM30001,False
The Spot,PAR-The Spot-3011,Thursday,11:00,12:00,ECOM30001,True
The Spot,PAR-The Spot-3011,Thursday,12:00,13:00,ECOM30001,False
The Spot,PAR-The Spot-3014,Thursday,13:15,14:15,ECOM30001,False
The Spot,PAR-The Spot-3011,Thursday,15:15,16:15,ECOM30001,False
The Spot,PAR-The Spot-3031,Thursday,16:15,17:15,ECOM30001,False
FBE,PAR-FBE-212,Monday,13:00,14:00,ECOM40006,True
The Spot,PAR-The Spot-2015,Wednesday,11:00,12:00,ECOM40006,True
The Spot,PAR-The Spot-2015,Thursday,10:00,11:00,ECOM40006,True
The Spot,PAR-The Spot-5019,Thursday,13:00,14:00,ECOM40006,False
The Spot,PAR-The Spot-5014,Friday,13:15,14:15,ECOM40006,False
The Spot,PAR-The Spot-3011,Tuesday,09:00,10:00,ECOM90001,True
The Spot,PAR-The Spot-3014,Tuesday,10:00,11:00,ECOM90001,True
The Spot,PAR-The Spot-3011,Tuesday,10:00,11:00,ECOM90001,True
The Spot,PAR-The Spot-3031,Tuesday,11:00,12:00,ECOM90001,True
The Spot,PAR-The Spot-3011,Tuesday,11:00,12:00,ECOM90001,False
The Spot,PAR-The Spot-3014,Tuesday,14:15,15:15,ECOM90001,True
The Spot,PAR-The Spot-3014,Tuesday,15:15,16:15,ECOM90001,True
The Spot,PAR-The Spot-3014,Tuesday,16:15,17:15,ECOM90001,False
The Spot,PAR-The Spot-3014,Tuesday,17:15,18:15,ECOM90001,True
The Spot,PAR-The Spot-3010,Tuesday,17:15,18:15,ECOM90001,True
The Spot,PAR-The Spot-3031,Thursday,09:00,10:00,ECOM90001,True
The Spot,PAR-The Spot-3031,Thursday,10:00,11:00,ECOM90001,True
The Spot,PAR-The Spot-3011,Thursday,11:00,12:00,ECOM90001,False
The Spot,PAR-The Spot-3011,Thursday,12:00,13:00,ECOM90001,False
The Spot,PAR-The Spot-3014,Thursday,13:15,14:15,ECOM90001,False
The Spot,PAR-The Spot-3011,Thursday,15:15,16:15,ECOM90001,False
The Spot,PAR-The Spot-3031,Thursday,16:15,17:15,ECOM90001,False
The Spot,PAR-The Spot-3010,Monday,14:15,15:15,ECOM90005,True
FBE,PAR-FBE-212,Monday,13:00,14:00,ECOM90013,False
The Spot,PAR-The Spot-2015,Wednesday,11:00,12:00,ECOM90013,True
The Spot,PAR-The Spot-2015,Thursday,10:00,11:00,ECOM90013,True
The Spot,PAR-The Spot-5019,Thursday,13:00,14:00,ECOM90013,True
The Spot,PAR-The Spot-5014,Friday,13:15,14:15,ECOM90013,False
The Spot,PAR-The Spot-3014,Tuesday,13:00,14:00,ECOM90020,False
The Spot,PAR-The Spot-3010,Wednesday,11:00,12:00,ECOM90020,False
The Spot,PAR-The Spot-3010,Thursday,11:00,12:00,ECOM90020,False
The Spot,PAR-The Spot-3014,Thursday,12:00,13:00,ECOM90020,True
The Spot,PAR-The Spot-3011,Friday,13:00,14:00,ECOM90022,True
The Spot,PAR-The Spot-3010,Friday,14:15,15:15,ECOM90023,True
The Spot,PAR-The Spot-5019,Monday,13:00,14:00,ECON20002,True
The Spot,PAR-The Spot-4024,Monday,16:15,17:15,ECON20002,False
The Spot,PAR-The Spot-2020,Monday,18:15,19:15,ECON20002,False
The Spot,PAR-The Spot-2018,Tuesday,10:00,11:00,ECON20002,True
The Spot,PAR-The Spot-2015,Tuesday,10:00,11:00,ECON20002,True
The Spot,PAR-The Spot-2020,Tuesday,16:15,17:15,ECON20002,False
Alan Gilbert,PAR-Alan Gilbert-102,Tuesday,17:15,18:15,ECON20002,False
The Spot,PAR-The Spot-2015,Wednesday,09:00,10:00,ECON20002,True
The Spot,PAR-The Spot-2018,Wednesday,12:00,13:00,ECON20002,True
Alan Gilbert,PAR-Alan Gilbert-103,Wednesday,12:00,13:00,ECON20002,True
FBE,PAR-FBE-212,Wednesday,12:00,13:00,ECON20002,False
The Spot,PAR-The Spot-2019,Wednesday,13:00,14:00,ECON20002,True
FBE,PAR-FBE-212,Wednesday,13:00,14:00,ECON20002,True
FBE,PAR-FBE-212,Wednesday,15:15,16:15,ECON20002,False
FBE,PAR-FBE-212,Wednesday,17:15,18:15,ECON20002,False
Alan Gilbert,PAR-Alan Gilbert-G01,Wednesday,17:15,18:15,ECON20002,False
The Spot,PAR-The Spot-2020,Thursday,09:00,10:00,ECON20002,False
FBE,PAR-FBE-212,Thursday,09:00,10:00,ECON20002,True
Old Quad,PAR-Old Quad-G18 (Cussonia Court Room 2),Thursday,09:00,10:00,ECON20002,False
The Spot,PAR-The Spot-2019,Thursday,12:00,13:00,ECON20002,True
The Spot,PAR-The Spot-2020,Thursday,14:15,15:15,ECON20002,True
The Spot,PAR-The Spot-2020,Thursday,16:15,17:15,ECON20002,False
The Spot,PAR-The Spot-2020,Thursday,17:15,18:15,ECON20002,False
The Spot,PAR-The Spot-2015,Thursday,17:15,18:15,ECON20002,False
The Spot,PAR-The Spot-2018,Thursday,17:15,18:15,ECON20002,False
The Spot,PAR-The Spot-2019,Thursday,17:15,18:15,ECON20002,True
The Spot,PAR-The Spot-2018,Friday,09:00,10:00,ECON20002,True
The Spot,PAR-The Spot-2020,Friday,11:00,12:00,ECON20002,False
The Spot,PAR-The Spot-2015,Friday,11:00,12:00,ECON20002,False
The Spot,PAR-The Spot-2018,Friday,11:00,12:00,ECON20002,False
The Spot,PAR-The Spot-2020,Friday,12:00,13:00,ECON20002,False
The Spot,PAR-The Spot-2018,Friday,13:00,14:00,ECON20002,True
The Spot,PAR-The Spot-2015,Friday,13:00,14:00,ECON20002,True
The Spot,PAR-The Spot-2020,Friday,14:15,15:15,ECON20002,True
Alan Gilbert,PAR-Alan Gilbert-G20,Friday,14:15,15:15,ECON20002,True
Alice Hoy,PAR-Alice Hoy-330,Friday,14:15,15:15,ECON20002,True
The Spot,PAR-The Spot-2015,Friday,14:15,15:15,ECON20002,False
The Spot,PAR-The Spot-2018,Friday,14:15,15:15,ECON20002,True
The Spot,PAR-The Spot-2019,Friday,14:15,15:15,ECON20002,False
The Spot,PAR-The Spot-2020,Friday,15:15,16:15,ECON20002,True
The Spot,PAR-The Spot-2015,Friday,15:15,16:15,ECON20002,True
The Spot,PAR-The Spot-2018,Friday,15:15,16:15,ECON20002,False
The Spot,PAR-The Spot-2019,Friday,15:15,16:15,ECON20002,True
The Spot,PAR-The Spot-2020,Friday,16:15,17:15,ECON20002,True
The Spot,PAR-The Spot-2015,Friday,16:15,17:15,ECON20002,True
The Spot,PAR-The Spot-2018,Friday,16:15,17:15,ECON20002,True
The Spot,PAR-The Spot-2019,Friday,16:15,17:15,ECON20002,True
Alan Gilbert,PAR-Alan Gilbert-124,Monday,12:00,13:00,ECON30001,False
Alan Gilbert,PAR-Alan Gilbert-124,Monday,13:15,14:15,ECON30001,False
The Spot,PAR-The Spot-2015,Monday,14:15,15:15,ECON30001,False
Kwong Lee Dow,PAR-Kwong Lee Dow-213,Wednesday,09:00,10:00,ECON30001,False
Alan Gilbert,PAR-Alan Gilbert-102,Wednesday,10:00,11:00,ECON30001,False
John Medley,PAR-John Medley-W201,Wednesday,13:00,14:00,ECON30001,False
The Spot,PAR-The Spot-2015,Wednesday,14:00,15:00,ECON30001,True
FBE,PAR-FBE-210,Wednesday,14:15,15:15,ECON30001,False
The Spot,PAR-The Spot-2019,Thursday,15:15,16:15,ECON30001,False
Alan Gilbert,PAR-Alan Gilbert-G18,Friday,11:00,12:00,ECON30001,True
Arts West North Wing,PAR-Arts West North Wing-356,Tuesday,09:00,10:00,ECON30005,False
Babel,PAR-Babel-320,Tuesday,10:00,11:00,ECON30005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Tuesday,15:15,16:15,ECON30005,False
The Spot,PAR-The Spot-5019,Tuesday,17:15,18:15,ECON30005,True
Alan Gilbert,PAR-Alan Gilbert-G18,Wednesday,09:00,10:00,ECON30005,False
Kwong Lee Dow,PAR-Kwong Lee Dow-219,Wednesday,10:00,11:00,ECON30005,True
Alan Gilbert,PAR-Alan Gilbert-G03,Wednesday,13:15,14:15,ECON30005,True
The Spot,PAR-The Spot-4024,Wednesday,17:15,18:15,ECON30005,False
780 Elizabeth St,PAR-780 Elizabeth St-110,Thursday,14:15,15:15,ECON30005,True
The Spot,PAR-The Spot-3013,Friday,09:00,10:00,ECON30005,True
Alan Gilbert,PAR-Alan Gilbert-G01,Friday,10:00,11:00,ECON30005,False
Babel,PAR-Babel-119,Friday,11:00,12:00,ECON30005,False
FBE,PAR-FBE-221 (Theatre 4),Friday,12:00,13:00,ECON30005,True
Alan Gilbert,PAR-Alan Gilbert-102,Friday,12:00,13:00,ECON30005,True
The Spot,PAR-The Spot-4012,Friday,13:15,14:15,ECON30005,True
The Spot,PAR-The Spot-2020,Monday,08:00,09:00,ECON30010,True
The Spot,PAR-The Spot-2015,Monday,09:00,10:00,ECON30010,True
The Spot,PAR-The Spot-2020,Monday,12:00,13:00,ECON30010,True
The Spot,PAR-The Spot-2019,Monday,12:00,13:00,ECON30010,True
The Spot,PAR-The Spot-2015,Monday,13:15,14:15,ECON30010,True
The Spot,PAR-The Spot-2019,Tuesday,14:15,15:15,ECON30010,True
The Spot,PAR-The Spot-2015,Wednesday,10:00,11:00,ECON30010,False
The Spot,PAR-The Spot-2020,Wednesday,12:00,13:00,ECON30010,False
The Spot,PAR-The Spot-2019,Wednesday,12:00,13:00,ECON30010,True
The Spot,PAR-The Spot-2015,Wednesday,16:15,17:15,ECON30010,True
The Spot,PAR-The Spot-2018,Thursday,08:00,09:00,ECON30010,False
Alice Hoy,PAR-Alice Hoy-225,Thursday,08:00,09:00,ECON30010,True
The Spot,PAR-The Spot-2018,Thursday,09:00,10:00,ECON30010,False
Alice Hoy,PAR-Alice Hoy-225,Thursday,09:00,10:00,ECON30010,True
The Spot,PAR-The Spot-2020,Thursday,10:00,11:00,ECON30010,True
The Spot,PAR-The Spot-2019,Thursday,10:00,11:00,ECON30010,False
The Spot,PAR-The Spot-2020,Thursday,11:00,12:00,ECON30010,False
The Spot,PAR-The Spot-2019,Thursday,11:00,12:00,ECON30010,True
The Spot,PAR-The Spot-2020,Thursday,12:00,13:00,ECON30010,True
The Spot,PAR-The Spot-5015,Thursday,16:15,17:15,ECON30010,True
The Spot,PAR-The Spot-2019,Thursday,16:15,17:15,ECON30010,False
The Spot,PAR-The Spot-2020,Friday,10:00,11:00,ECON30010,True
The Spot,PAR-The Spot-4024,Friday,12:00,13:00,ECON30010,False
The Spot,PAR-The Spot-2020,Friday,13:00,14:00,ECON30010,True
The Spot,PAR-The Spot-2019,Friday,13:00,14:00,ECON30010,True
Alice Hoy,PAR-Alice Hoy-225,Friday,14:15,15:15,ECON30010,True
FBE,PAR-FBE-209,Monday,17:15,18:15,ECON30013,False
FBE,PAR-FBE-209,Tuesday,09:00,10:00,ECON30013,True
FBE,PAR-FBE-209,Tuesday,10:00,11:00,ECON30013,False
Alan Gilbert,PAR-Alan Gilbert-121 (Theatre 3),Wednesday,16:15,17:15,ECON30013,False
Alan Gilbert,PAR-Alan Gilbert-102,Monday,13:00,14:00,ECON30018,False
The Spot,PAR-The Spot-5015,Monday,14:15,15:15,ECON30018,True
The Spot,PAR-The Spot-5019,Wednesday,17:15,18:15,ECON30018,False
FBE,PAR-FBE-206,Friday,15:15,16:15,ECON30018,False
200 Berkeley St,PAR-200 Berkeley St-G79 (Seminar Room 1),Monday,16:15,17:15,ECON30020,True
Alan Gilbert,PAR-Alan Gilbert-101,Tuesday,14:15,15:15,ECON30020,True
Alan Gilbert,PAR-Alan Gilbert-101,Tuesday,17:15,18:15,ECON30020,True
Alan Gilbert,PAR-Alan Gilbert-101,Tuesday,18:15,19:15,ECON30020,True
Alan Gilbert,PAR-Alan Gilbert-102,Wednesday,09:00,10:00,ECON30020,True
The Spot,PAR-The Spot-2015,Thursday,12:00,13:00,ECON30020,False
Alan Gilbert,PAR-Alan Gilbert-102,Friday,11:00,12:00,ECON30020,True
207,PAR-207-221 Bouverie St-B106,Wednesday,10:00,11:00,ECON30024,True
207,PAR-207-221 Bouverie St-B106,Wednesday,11:00,12:00,ECON30024,True
Alan Gilbert,PAR-Alan Gilbert-124,Wednesday,14:15,15:15,ECON30024,True
Engineering B,PAR-Engineering B-313,Wednesday,15:15,16:15,ECON30024,False
The Spot,PAR-The Spot-3014,Tuesday,13:00,14:00,ECON30025,False
The Spot,PAR-The Spot-3010,Wednesday,11:00,12:00,ECON30025,True
The Spot,PAR-The Spot-3010,Thursday,11:00,12:00,ECON30025,False
The Spot,PAR-The Spot-3014,Thursday,12:00,13:00,ECON30025,False
Alan Gilbert,PAR-Alan Gilbert-102,Friday,09:00,10:00,ECON40001,True
Alan Gilbert,PAR-Alan Gilbert-102,Friday,10:00,11:00,ECON40001,False
The Spot,PAR-The Spot-4024,Friday,13:00,14:00,ECON40001,False
The Spot,PAR-The Spot-5014,Friday,14:15,15:15,ECON40001,False
The Spot,PAR-The Spot-2015,Wednesday,15:00,16:00,ECON40002,False
Alan Gilbert,PAR-Alan Gilbert-101,Friday,10:00,11:00,ECON40002,True
FBE,PAR-FBE-221 (Theatre 4),Friday,15:15,16:15,ECON40002,False
FBE,PAR-FBE-209,Thursday,12:00,13:00,ECON90002,True
FBE,PAR-FBE-209,Thursday,13:00,14:00,ECON90002,False
The Spot,PAR-The Spot-1022 (Level 1 Theatre),Friday,15:15,16:15,ECON90003,True
Alan Gilbert,PAR-Alan Gilbert-103,Tuesday,11:00,12:00,ECON90032,False
Redmond Barry,PAR-Redmond Barry-1120 (Oscar Oeser Room),Wednesday,09:00,10:00,ECON90032,True
Alan Gilbert,PAR-Alan Gilbert-103,Wednesday,13:00,14:00,ECON90032,False
Alan Gilbert,PAR-Alan Gilbert-103,Friday,12:00,13:00,ECON90032,False
The Spot,PAR-The Spot-5007,Friday,12:00,13:00,ECON90047,False
The Spot,PAR-The Spot-5019,Monday,09:00,12:00,ECON90052,False
Alan Gilbert,PAR-Alan Gilbert-102,Friday,09:00,10:00,ECON90063,False
Alan Gilbert,PAR-Alan Gilbert-102,Friday,10:00,11:00,ECON90063,False
The Spot,PAR-The Spot-4024,Friday,13:00,14:00,ECON90063,False
The Spot,PAR-The Spot-5014,Friday,14:15,15:15,ECON90063,False
FBE,PAR-FBE-210,Monday,12:00,14:00,ECON90071,True
FBE,PAR-FBE-209,Monday,17:15,18:15,ECON90075,True
FBE,PAR-FBE-209,Tuesday,09:00,10:00,ECON90075,False
FBE,PAR-FBE-209,Tuesday,10:00,11:00,ECON90075,False
100 Leicester Street,PAR-100 Leicester Street-106,Wednesday,12:15,14:15,EDUC10056,False
Kwong Lee Dow,PAR-Kwong Lee Dow-409,Thursday,11:00,13:00,EDUC10056,True
100 Leicester Street,PAR-100 Leicester Street-107,Monday,10:00,11:00,EDUC10057,False
Kwong Lee Dow,PAR-Kwong Lee Dow-421 (Science Seminar Room),Monday,13:00,14:00,EDUC10057,False
Kwong Lee Dow,PAR-Kwong Lee Dow-420,Monday,13:00,14:00,EDUC10057,True
100 Leicester Street,PAR-100 Leicester Street-108,Tuesday,09:00,10:00,EDUC10057,False
Kwong Lee Dow,PAR-Kwong Lee Dow-409,Tuesday,11:00,12:00,EDUC10057,True
